checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target
<0 DM,20,kritik hesap,araba(yeni),2235,<100 DM,1-4 yil,4,A94,A103,2,A122,33,A141,kira,2,vasifli,1,A191,A202,1
hesap yok,24,kritik hesap,araba(eski),4042,bilinmiyor,4-7 yil,3,A93,A101,4,A122,43,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,15,kritik hesap,radyo/TV,1471,<100 DM,1-4 yil,4,A93,A101,4,A124,35,A143,ucretsiz,2,vasifli,1,A192,A201,0
<0 DM,18,bu bankada odendi,araba(yeni),1442,<100 DM,4-7 yil,4,A93,A101,4,A124,32,A143,ucretsiz,2,vasifsiz-yerlesik,2,A191,A201,1
hesap yok,36,gecmiste gecikme,araba(yeni),10875,<100 DM,>=7 yil,2,A93,A101,2,A123,45,A143,kendi evi,2,vasifli,2,A192,A201,0
hesap yok,24,simdiye odendi,araba(yeni),1474,100-500 DM,<1 yil,4,A94,A101,3,A121,33,A143,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,10,simdiye odendi,yeniden egitim,894,bilinmiyor,4-7 yil,4,A92,A101,3,A122,40,A143,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,15,kritik hesap,mobilya,3343,<100 DM,1-4 yil,4,A93,A101,2,A124,28,A143,ucretsiz,1,vasifli,1,A192,A201,0
<0 DM,15,simdiye odendi,araba(yeni),3959,<100 DM,1-4 yil,3,A92,A101,2,A122,29,A143,kendi evi,1,vasifli,1,A192,A201,1
hesap yok,9,simdiye odendi,araba(yeni),3577,100-500 DM,1-4 yil,1,A93,A103,2,A121,26,A143,kira,1,vasifli,2,A191,A202,0
hesap yok,24,kritik hesap,araba(eski),5804,>=1000 DM,1-4 yil,4,A93,A101,2,A121,27,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,18,gecmiste gecikme,is,2169,<100 DM,1-4 yil,4,A94,A101,2,A123,28,A143,kendi evi,1,vasifli,1,A192,A201,1
<0 DM,24,simdiye odendi,radyo/TV,2439,<100 DM,<1 yil,4,A92,A101,4,A121,35,A143,kendi evi,1,vasifli,1,A192,A201,1
hesap yok,27,kritik hesap,mobilya,4526,>=1000 DM,<1 yil,4,A93,A101,2,A121,32,A142,kendi evi,2,vasifsiz-yerlesik,2,A192,A201,0
hesap yok,10,simdiye odendi,mobilya,2210,<100 DM,1-4 yil,2,A93,A101,2,A121,25,A141,kira,1,vasifsiz-yerlesik,1,A191,A201,1
hesap yok,15,simdiye odendi,mobilya,2221,500-1000 DM,1-4 yil,2,A92,A101,4,A123,20,A143,kira,1,vasifli,1,A191,A201,0
<0 DM,18,simdiye odendi,radyo/TV,2389,<100 DM,<1 yil,4,A92,A101,1,A123,27,A142,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,12,kritik hesap,mobilya,3331,<100 DM,>=7 yil,2,A93,A101,4,A122,42,A142,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,36,simdiye odendi,is,7409,bilinmiyor,>=7 yil,3,A93,A101,2,A122,37,A143,kendi evi,2,vasifli,1,A191,A201,0
<0 DM,12,simdiye odendi,mobilya,652,<100 DM,>=7 yil,4,A92,A101,4,A122,24,A143,kira,1,vasifli,1,A191,A201,0
hesap yok,36,gecmiste gecikme,mobilya,7678,500-1000 DM,4-7 yil,2,A92,A101,4,A123,40,A143,kendi evi,2,vasifli,1,A192,A201,0
>=200 DM,6,kritik hesap,araba(yeni),1343,<100 DM,>=7 yil,1,A93,A101,4,A121,46,A143,kendi evi,2,vasifli,2,A191,A202,0
<0 DM,24,kritik hesap,is,1382,100-500 DM,4-7 yil,4,A93,A101,1,A121,26,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,15,simdiye odendi,ev aleti,874,bilinmiyor,<1 yil,4,A92,A101,1,A121,24,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,12,simdiye odendi,mobilya,3590,<100 DM,1-4 yil,2,A93,A102,2,A122,29,A143,kendi evi,1,vasifsiz-yerlesik,2,A191,A201,0
0-200 DM,11,kritik hesap,araba(yeni),1322,>=1000 DM,1-4 yil,4,A92,A101,4,A123,40,A143,kendi evi,2,vasifli,1,A191,A201,0
<0 DM,18,bu bankada odendi,radyo/TV,1940,<100 DM,<1 yil,3,A93,A102,4,A124,36,A141,ucretsiz,1,yonetici/uzman,1,A192,A201,0
hesap yok,36,simdiye odendi,radyo/TV,3595,<100 DM,>=7 yil,4,A93,A101,2,A123,28,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,9,simdiye odendi,araba(yeni),1422,<100 DM,<1 yil,3,A93,A101,2,A124,27,A143,ucretsiz,1,yonetici/uzman,1,A192,A201,1
hesap yok,30,kritik hesap,radyo/TV,6742,bilinmiyor,4-7 yil,2,A93,A101,3,A122,36,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,24,simdiye odendi,araba(eski),7814,<100 DM,4-7 yil,3,A93,A101,3,A123,38,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
hesap yok,24,simdiye odendi,araba(eski),9277,bilinmiyor,1-4 yil,2,A91,A101,4,A124,48,A143,ucretsiz,1,vasifli,1,A192,A201,0
0-200 DM,30,kritik hesap,araba(yeni),2181,bilinmiyor,>=7 yil,4,A93,A101,4,A121,36,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,18,kritik hesap,radyo/TV,1098,<100 DM,issiz,4,A92,A101,4,A123,65,A143,kendi evi,2,issiz/vasifsiz,1,A191,A201,0
0-200 DM,24,simdiye odendi,mobilya,4057,<100 DM,4-7 yil,3,A91,A101,3,A123,43,A143,kendi evi,1,vasifli,1,A192,A201,1
<0 DM,12,simdiye odendi,egitim,795,<100 DM,<1 yil,4,A92,A101,4,A122,53,A143,kendi evi,1,vasifli,1,A191,A201,1
0-200 DM,24,kritik hesap,is,2825,bilinmiyor,4-7 yil,4,A93,A101,3,A124,34,A143,kendi evi,2,vasifli,2,A192,A201,0
0-200 DM,48,simdiye odendi,is,15672,<100 DM,1-4 yil,2,A93,A101,2,A123,23,A143,kendi evi,1,vasifli,1,A192,A201,1
hesap yok,36,kritik hesap,araba(yeni),6614,<100 DM,>=7 yil,4,A93,A101,4,A123,34,A143,kendi evi,2,yonetici/uzman,1,A192,A201,0
hesap yok,28,bu bankada odendi,araba(eski),7824,bilinmiyor,<1 yil,3,A93,A103,4,A121,40,A141,kira,2,vasifli,2,A192,A201,0
<0 DM,27,kritik hesap,is,2442,<100 DM,>=7 yil,4,A93,A101,4,A123,43,A142,kendi evi,4,yonetici/uzman,2,A192,A201,0
hesap yok,15,kritik hesap,radyo/TV,1829,<100 DM,>=7 yil,4,A93,A101,4,A123,46,A143,kendi evi,2,vasifli,1,A192,A201,0
<0 DM,12,kritik hesap,araba(yeni),2171,<100 DM,1-4 yil,4,A93,A101,4,A122,38,A141,kendi evi,2,vasifsiz-yerlesik,1,A191,A202,0
0-200 DM,36,kritik hesap,araba(eski),5800,<100 DM,1-4 yil,3,A93,A101,4,A123,34,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,18,kritik hesap,radyo/TV,1169,bilinmiyor,1-4 yil,4,A93,A101,3,A122,29,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,36,gecmiste gecikme,araba(eski),8947,bilinmiyor,4-7 yil,3,A93,A101,2,A123,31,A142,kendi evi,1,yonetici/uzman,2,A192,A201,0
<0 DM,21,simdiye odendi,radyo/TV,2606,<100 DM,<1 yil,4,A92,A101,4,A122,28,A143,kira,1,yonetici/uzman,1,A192,A201,0
hesap yok,12,kritik hesap,mobilya,1592,>=1000 DM,4-7 yil,3,A92,A101,2,A122,35,A143,kendi evi,1,vasifli,1,A191,A202,0
hesap yok,15,simdiye odendi,mobilya,2186,bilinmiyor,4-7 yil,1,A92,A101,4,A121,33,A141,kira,1,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,18,simdiye odendi,mobilya,4153,<100 DM,1-4 yil,2,A93,A102,3,A123,42,A143,kendi evi,1,vasifli,1,A191,A201,1
<0 DM,16,kritik hesap,araba(yeni),2625,<100 DM,>=7 yil,2,A93,A103,4,A122,43,A141,kira,1,vasifli,1,A192,A201,1
hesap yok,20,kritik hesap,araba(yeni),3485,bilinmiyor,<1 yil,2,A91,A101,4,A121,44,A143,kendi evi,2,vasifli,1,A192,A201,0
hesap yok,36,kritik hesap,araba(eski),10477,bilinmiyor,>=7 yil,2,A93,A101,4,A124,42,A143,ucretsiz,2,vasifli,1,A191,A201,0
hesap yok,15,simdiye odendi,radyo/TV,1386,bilinmiyor,1-4 yil,4,A94,A101,2,A121,40,A143,kira,1,vasifli,1,A192,A201,0
hesap yok,24,simdiye odendi,radyo/TV,1278,<100 DM,>=7 yil,4,A93,A101,1,A121,36,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
<0 DM,12,simdiye odendi,radyo/TV,1107,<100 DM,1-4 yil,2,A93,A101,2,A121,20,A143,kira,1,yonetici/uzman,2,A192,A201,0
<0 DM,21,simdiye odendi,araba(yeni),3763,bilinmiyor,4-7 yil,2,A93,A102,2,A121,24,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A202,0
0-200 DM,36,simdiye odendi,egitim,3711,bilinmiyor,1-4 yil,2,A94,A101,2,A123,27,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,15,gecmiste gecikme,araba(eski),3594,<100 DM,<1 yil,1,A92,A101,2,A122,46,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,9,simdiye odendi,araba(yeni),3195,bilinmiyor,1-4 yil,1,A92,A101,2,A121,33,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,36,gecmiste gecikme,radyo/TV,4454,<100 DM,1-4 yil,4,A92,A101,4,A121,34,A143,kendi evi,2,vasifli,1,A191,A201,0
0-200 DM,24,kritik hesap,mobilya,4736,<100 DM,<1 yil,2,A92,A101,4,A123,25,A141,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,30,simdiye odendi,radyo/TV,2991,bilinmiyor,>=7 yil,2,A92,A101,4,A123,25,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,11,simdiye odendi,is,2142,>=1000 DM,>=7 yil,1,A91,A101,2,A121,28,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,24,bu bankada odendi,is,3161,<100 DM,1-4 yil,4,A93,A101,2,A122,31,A143,kira,1,vasifli,1,A192,A201,1
0-200 DM,48,kredi yok/hepsi odendi,diger,18424,<100 DM,1-4 yil,1,A92,A101,2,A122,32,A141,kendi evi,1,yonetici/uzman,1,A192,A202,1
hesap yok,10,simdiye odendi,araba(eski),2848,100-500 DM,1-4 yil,1,A93,A102,2,A121,32,A143,kendi evi,1,vasifli,2,A191,A201,0
<0 DM,6,simdiye odendi,araba(yeni),14896,<100 DM,>=7 yil,1,A93,A101,4,A124,68,A141,kendi evi,1,yonetici/uzman,1,A192,A201,1
<0 DM,24,simdiye odendi,mobilya,2359,100-500 DM,issiz,1,A91,A101,1,A122,33,A143,kendi evi,1,vasifli,1,A191,A201,1
<0 DM,24,simdiye odendi,mobilya,3345,<100 DM,>=7 yil,4,A93,A101,2,A122,39,A143,kira,1,yonetici/uzman,1,A192,A201,1
hesap yok,18,kritik hesap,mobilya,1817,<100 DM,1-4 yil,4,A92,A101,2,A124,28,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,48,gecmiste gecikme,radyo/TV,12749,500-1000 DM,4-7 yil,4,A93,A101,1,A123,37,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
<0 DM,9,simdiye odendi,radyo/TV,1366,<100 DM,<1 yil,3,A92,A101,4,A122,22,A143,kira,1,vasifli,1,A191,A201,1
0-200 DM,12,simdiye odendi,araba(yeni),2002,<100 DM,4-7 yil,3,A93,A101,4,A122,30,A143,kira,1,vasifli,2,A192,A201,0
<0 DM,24,bu bankada odendi,mobilya,6872,<100 DM,<1 yil,2,A91,A101,1,A122,55,A141,kendi evi,1,vasifli,1,A192,A201,1
<0 DM,12,bu bankada odendi,araba(yeni),697,<100 DM,<1 yil,4,A93,A101,2,A123,46,A141,kendi evi,2,vasifli,1,A192,A201,1
<0 DM,18,kritik hesap,mobilya,1049,<100 DM,<1 yil,4,A92,A101,4,A122,21,A143,kira,1,vasifli,1,A191,A201,0
<0 DM,48,simdiye odendi,araba(eski),10297,<100 DM,4-7 yil,4,A93,A101,4,A124,39,A142,ucretsiz,3,vasifli,2,A192,A201,1
hesap yok,30,simdiye odendi,radyo/TV,1867,bilinmiyor,>=7 yil,4,A93,A101,4,A123,58,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,12,gecmiste gecikme,araba(yeni),1344,<100 DM,1-4 yil,4,A93,A101,2,A121,43,A143,kendi evi,2,vasifsiz-yerlesik,2,A191,A201,0
<0 DM,24,simdiye odendi,mobilya,1747,<100 DM,<1 yil,4,A93,A102,1,A122,24,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A202,0
0-200 DM,9,simdiye odendi,radyo/TV,1670,<100 DM,<1 yil,4,A92,A101,2,A123,22,A143,kendi evi,1,vasifli,1,A192,A201,1
hesap yok,9,kritik hesap,araba(yeni),1224,<100 DM,1-4 yil,3,A93,A101,1,A121,30,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,12,kritik hesap,radyo/TV,522,500-1000 DM,>=7 yil,4,A93,A101,4,A122,42,A143,kendi evi,2,vasifli,2,A192,A201,0
<0 DM,12,simdiye odendi,radyo/TV,1498,<100 DM,1-4 yil,4,A92,A101,1,A123,23,A141,kendi evi,1,vasifli,1,A191,A201,0
0-200 DM,30,gecmiste gecikme,radyo/TV,1919,100-500 DM,<1 yil,4,A93,A101,3,A124,30,A142,kendi evi,2,yonetici/uzman,1,A191,A201,1
>=200 DM,9,simdiye odendi,radyo/TV,745,<100 DM,1-4 yil,3,A92,A101,2,A121,28,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,6,simdiye odendi,radyo/TV,2063,<100 DM,<1 yil,4,A94,A101,3,A123,30,A143,kira,1,yonetici/uzman,1,A192,A201,0
0-200 DM,60,simdiye odendi,egitim,6288,<100 DM,1-4 yil,4,A93,A101,4,A124,42,A143,ucretsiz,1,vasifli,1,A191,A201,1
hesap yok,24,kritik hesap,araba(eski),6842,bilinmiyor,1-4 yil,2,A93,A101,4,A122,46,A143,kendi evi,2,yonetici/uzman,2,A192,A201,0
hesap yok,12,simdiye odendi,araba(yeni),3527,bilinmiyor,<1 yil,2,A93,A101,3,A122,45,A143,kendi evi,1,yonetici/uzman,2,A192,A201,0
hesap yok,10,simdiye odendi,araba(yeni),1546,<100 DM,1-4 yil,3,A93,A101,2,A121,31,A143,kendi evi,1,vasifsiz-yerlesik,2,A191,A202,0
hesap yok,24,simdiye odendi,mobilya,929,bilinmiyor,4-7 yil,4,A93,A101,2,A123,31,A142,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,4,kritik hesap,araba(yeni),1455,<100 DM,4-7 yil,2,A93,A101,1,A121,42,A143,kendi evi,3,vasifsiz-yerlesik,2,A191,A201,0
<0 DM,15,simdiye odendi,mobilya,1845,<100 DM,<1 yil,4,A92,A103,1,A122,46,A143,kira,1,vasifli,1,A191,A201,0
0-200 DM,48,kredi yok/hepsi odendi,araba(yeni),8358,500-1000 DM,<1 yil,1,A92,A101,1,A123,30,A143,kendi evi,2,vasifli,1,A191,A201,0
<0 DM,24,bu bankada odendi,mobilya,3349,500-1000 DM,<1 yil,4,A93,A101,4,A124,30,A143,ucretsiz,1,vasifli,2,A192,A201,1
hesap yok,12,simdiye odendi,araba(yeni),2859,bilinmiyor,issiz,4,A93,A101,4,A124,38,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
hesap yok,18,simdiye odendi,mobilya,1533,<100 DM,<1 yil,4,A94,A102,1,A122,43,A143,kendi evi,1,vasifsiz-yerlesik,2,A191,A201,1
hesap yok,24,simdiye odendi,radyo/TV,3621,100-500 DM,>=7 yil,2,A93,A101,4,A123,31,A143,kendi evi,2,vasifli,1,A191,A201,1
0-200 DM,18,kritik hesap,is,3590,<100 DM,issiz,3,A94,A101,3,A123,40,A143,kendi evi,3,issiz/vasifsiz,2,A192,A201,0
<0 DM,36,gecmiste gecikme,is,2145,<100 DM,4-7 yil,2,A93,A101,1,A123,24,A143,kendi evi,2,vasifli,1,A192,A201,1
0-200 DM,24,simdiye odendi,araba(eski),4113,500-1000 DM,<1 yil,3,A92,A101,4,A123,28,A143,kira,1,vasifli,1,A191,A201,1
hesap yok,36,simdiye odendi,mobilya,10974,<100 DM,issiz,4,A92,A101,2,A123,26,A143,kendi evi,2,yonetici/uzman,1,A192,A201,1
<0 DM,12,simdiye odendi,araba(yeni),1893,<100 DM,1-4 yil,4,A92,A103,4,A122,29,A143,kendi evi,1,vasifli,1,A192,A201,0
<0 DM,24,kritik hesap,radyo/TV,1231,>=1000 DM,>=7 yil,4,A92,A101,4,A122,57,A143,kira,2,yonetici/uzman,1,A192,A201,0
>=200 DM,30,kritik hesap,radyo/TV,3656,bilinmiyor,>=7 yil,4,A93,A101,4,A122,49,A142,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,9,kritik hesap,radyo/TV,1154,<100 DM,>=7 yil,2,A93,A101,4,A121,37,A143,kendi evi,3,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,28,simdiye odendi,araba(yeni),4006,<100 DM,1-4 yil,3,A93,A101,2,A123,45,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,1
0-200 DM,24,simdiye odendi,mobilya,3069,100-500 DM,>=7 yil,4,A93,A101,4,A124,30,A143,ucretsiz,1,vasifli,1,A191,A201,0
hesap yok,6,kritik hesap,radyo/TV,1740,<100 DM,>=7 yil,2,A94,A101,2,A121,30,A143,kira,2,vasifli,1,A191,A201,0
0-200 DM,21,gecmiste gecikme,araba(yeni),2353,<100 DM,1-4 yil,1,A91,A101,4,A122,47,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,15,simdiye odendi,araba(yeni),3556,bilinmiyor,1-4 yil,3,A93,A101,2,A124,29,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,24,simdiye odendi,radyo/TV,2397,500-1000 DM,>=7 yil,3,A93,A101,2,A123,35,A141,kendi evi,2,vasifli,1,A192,A201,1
0-200 DM,6,simdiye odendi,tamirat,454,<100 DM,<1 yil,3,A94,A101,1,A122,22,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,30,simdiye odendi,radyo/TV,1715,bilinmiyor,1-4 yil,4,A92,A101,1,A123,26,A143,kendi evi,1,vasifli,1,A191,A201,0
0-200 DM,27,kritik hesap,radyo/TV,2520,500-1000 DM,1-4 yil,4,A93,A101,2,A122,23,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,1
hesap yok,15,simdiye odendi,radyo/TV,3568,<100 DM,>=7 yil,4,A92,A101,2,A123,54,A141,kira,1,yonetici/uzman,1,A192,A201,0
hesap yok,42,simdiye odendi,radyo/TV,7166,bilinmiyor,4-7 yil,2,A94,A101,4,A122,29,A143,kira,1,vasifli,1,A192,A201,0
<0 DM,11,kritik hesap,araba(yeni),3939,<100 DM,1-4 yil,1,A93,A101,2,A121,40,A143,kendi evi,2,vasifsiz-yerlesik,2,A191,A201,0
0-200 DM,15,simdiye odendi,tamirat,1514,100-500 DM,1-4 yil,4,A93,A103,2,A121,22,A143,kendi evi,1,vasifli,1,A191,A201,0
hesap yok,24,simdiye odendi,araba(yeni),7393,<100 DM,1-4 yil,1,A93,A101,4,A122,43,A143,kendi evi,1,vasifsiz-yerlesik,2,A191,A201,0
<0 DM,24,bu bankada odendi,araba(yeni),1193,<100 DM,issiz,1,A92,A102,4,A124,29,A143,kira,2,issiz/vasifsiz,1,A191,A201,1
<0 DM,60,simdiye odendi,is,7297,<100 DM,>=7 yil,4,A93,A102,4,A124,36,A143,kira,1,vasifli,1,A191,A201,1
hesap yok,30,kritik hesap,radyo/TV,2831,<100 DM,1-4 yil,4,A92,A101,2,A123,33,A143,kendi evi,1,vasifli,1,A192,A201,0
>=200 DM,24,simdiye odendi,radyo/TV,1258,500-1000 DM,1-4 yil,3,A92,A101,3,A123,57,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
0-200 DM,6,simdiye odendi,radyo/TV,753,<100 DM,1-4 yil,2,A92,A103,3,A121,64,A143,kendi evi,1,vasifli,1,A191,A201,0
0-200 DM,18,gecmiste gecikme,is,2427,bilinmiyor,>=7 yil,4,A93,A101,2,A122,42,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,24,gecmiste gecikme,araba(yeni),2538,<100 DM,>=7 yil,4,A93,A101,4,A123,47,A143,kendi evi,2,vasifsiz-yerlesik,2,A191,A201,1
0-200 DM,15,bu bankada odendi,araba(yeni),1264,100-500 DM,1-4 yil,2,A94,A101,2,A122,25,A143,kira,1,vasifli,1,A191,A201,1
0-200 DM,30,kritik hesap,mobilya,8386,<100 DM,4-7 yil,2,A93,A101,2,A122,49,A143,kendi evi,1,vasifli,1,A191,A201,1
hesap yok,48,simdiye odendi,is,4844,<100 DM,issiz,3,A93,A101,2,A123,33,A141,kira,1,yonetici/uzman,1,A192,A201,1
>=200 DM,21,simdiye odendi,araba(yeni),2923,100-500 DM,1-4 yil,1,A92,A101,1,A123,28,A141,kendi evi,1,yonetici/uzman,1,A192,A201,0
<0 DM,36,simdiye odendi,araba(eski),8229,<100 DM,1-4 yil,2,A93,A101,2,A122,26,A143,kendi evi,1,vasifli,2,A191,A201,1
hesap yok,24,kritik hesap,mobilya,2028,<100 DM,4-7 yil,2,A93,A101,2,A122,30,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,15,kritik hesap,mobilya,1433,<100 DM,1-4 yil,4,A92,A101,3,A122,25,A143,kira,2,vasifli,1,A191,A201,0
>=200 DM,42,kredi yok/hepsi odendi,is,6289,<100 DM,<1 yil,2,A91,A101,1,A122,33,A143,kendi evi,2,vasifli,1,A191,A201,0
hesap yok,13,simdiye odendi,radyo/TV,1409,100-500 DM,issiz,2,A92,A101,4,A121,64,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,24,simdiye odendi,araba(eski),6579,<100 DM,issiz,4,A93,A101,2,A124,29,A143,ucretsiz,1,yonetici/uzman,1,A192,A201,0
0-200 DM,24,kritik hesap,radyo/TV,1743,<100 DM,>=7 yil,4,A93,A101,2,A122,48,A143,kendi evi,2,vasifsiz-yerlesik,1,A191,A201,0
hesap yok,12,kritik hesap,egitim,3565,bilinmiyor,<1 yil,2,A93,A101,1,A122,37,A143,kendi evi,2,vasifsiz-yerlesik,2,A191,A201,0
hesap yok,15,bu bankada odendi,radyo/TV,1569,100-500 DM,>=7 yil,4,A93,A101,4,A123,34,A141,kendi evi,1,vasifsiz-yerlesik,2,A191,A201,0
<0 DM,18,simdiye odendi,radyo/TV,1936,bilinmiyor,4-7 yil,2,A94,A101,4,A123,23,A143,kira,2,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,36,simdiye odendi,mobilya,3959,<100 DM,issiz,4,A93,A101,3,A122,30,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
hesap yok,12,simdiye odendi,araba(yeni),2390,bilinmiyor,>=7 yil,4,A93,A101,3,A123,50,A143,kendi evi,1,vasifli,1,A192,A201,0
hesap yok,12,simdiye odendi,mobilya,1736,<100 DM,4-7 yil,3,A92,A101,4,A121,31,A143,kendi evi,1,vasifsiz-yerlesik,1,A191,A201,0
<0 DM,30,simdiye odendi,araba(eski),3857,<100 DM,1-4 yil,4,A91,A101,4,A122,40,A143,kendi evi,1,yonetici/uzman,1,A192,A201,0
hesap yok,12,simdiye odendi,radyo/TV,804,<100 DM,>=7 yil,4,A93,A101,4,A123,38,A143,kendi evi,1,vasifli,1,A191,A201,0
<0 DM,45,simdiye odendi,radyo/TV,1845,<100 DM,1-4 yil,4,A93,A101,4,A124,23,A143,ucretsiz,1,vasifli,1,A192,A201,1
0-200 DM,45,kritik hesap,araba(eski),4576,100-500 DM,issiz,3,A93,A101,4,A123,27,A143,kendi evi,1,vasifli,1,A191,A201,0
